age,income,loan_amount,savings_balance,missed_payments,loan_duration,debt_to_income,savings_ratio,default
53,3803,1121,4602,0,14,0.29468980021030494,4.101604278074866,0
18,1781,1569,2568,2,17,0.8804713804713805,1.6356687898089173,1
25,2186,2535,160,2,21,1.159122085048011,0.06309148264984227,1
52,2440,1209,4435,5,8,0.4952888160589922,3.665289256198347,1
32,4166,2933,3904,2,10,0.7038636909047277,1.330606680299932,1
64,2305,1350,3573,1,8,0.585429314830876,2.6447076239822356,0
39,328,2740,3177,0,5,8.328267477203648,1.1590660342940533,1
31,4196,1749,1825,0,7,0.4167262330235883,1.042857142857143,0
43,1051,1915,3924,3,11,1.820342205323194,2.048016701461378,1
45,4303,1445,1623,1,18,0.3357342007434944,1.1224066390041494,0
40,2276,1441,1176,4,18,0.6328502415458938,0.8155339805825242,1
31,3194,2713,4918,5,11,0.8491392801251956,1.8120854826823876,1
41,3944,2546,3720,0,20,0.6453738910012674,1.4605418138987043,1
19,2956,1832,4880,1,15,0.6195468380114981,2.662302236770322,1
62,1844,998,3220,1,13,0.5409214092140922,3.2232232232232234,0
43,4571,2440,3259,0,12,0.5336832895888014,1.3351085620647276,0
31,3344,584,130,3,12,0.17458893871449926,0.2222222222222222,1
24,442,902,3562,1,8,2.036117381489842,3.9446290143964564,1
20,4285,1815,1499,2,18,0.4234717685487634,0.8254405286343612,0
64,370,2015,2788,1,14,5.431266846361186,1.382936507936508,1
40,852,1857,4876,4,6,2.1770222743259087,2.6243272335844994,1
63,3712,1909,3708,0,7,0.5141395098303259,1.9413612565445026,0
60,1699,2391,1707,4,4,1.4064705882352941,0.7136287625418061,1
64,2299,1543,1769,3,21,0.6708695652173913,1.1457253886010363,1
62,2358,2052,1318,5,3,0.8698601102161932,0.6419873356064296,1
35,2172,2963,3379,2,6,1.3635526921306949,1.1400134952766532,1
55,4125,2420,2773,0,14,0.5865244789142026,1.1453944650970673,0
52,2458,1770,2990,1,4,0.719804798698658,1.6883116883116882,1
32,4239,1948,3044,2,14,0.45943396226415095,1.5618265777321703,0
42,2235,619,375,1,18,0.2768336314847943,0.6048387096774194,0
54,3471,1251,3036,3,4,0.3603110599078341,2.4249201277955272,1
45,1057,1496,660,5,19,1.4139886578449905,0.4408817635270541,1
27,4023,2715,1403,0,4,0.6747017892644135,0.5165684830633285,1
56,1249,2785,740,3,6,2.228,0.2656137832017229,1
34,4190,2306,303,3,8,0.5502266762109281,0.13133940182054615,1
56,498,751,1085,5,9,1.5050100200400802,1.4428191489361701,1
39,1123,2323,4881,3,17,2.066725978647687,2.1002581755593805,1
43,4432,2050,3179,3,22,0.46244078502143016,1.5499756216479765,1
61,4506,2767,1210,1,14,0.6139338806301309,0.43713872832369943,1
42,2999,310,3034,4,7,0.10333333333333333,9.755627009646302,1
34,4262,2594,228,1,16,0.6084916725310814,0.08786127167630058,1
30,4245,685,3119,5,18,0.16132830899670278,4.5466472303206995,1
37,2002,266,1854,2,13,0.1328007988017973,6.943820224719101,0
42,2913,2607,267,5,14,0.894646533973919,0.10237730061349694,1
21,4706,1356,2774,5,21,0.28808158062460165,2.0442151805453204,1
27,3053,1305,2849,5,19,0.42730844793713163,2.1814701378254213,1
20,2857,1838,4349,5,9,0.6431070678796361,2.364872213159326,1
58,4722,1152,4965,3,11,0.2439127673089138,4.306157849089332,1
62,3546,813,2134,5,16,0.22920778122356922,2.6216216216216215,1
35,1671,2988,3459,2,22,1.7870813397129186,1.157243225158916,1
64,3149,787,2269,5,14,0.24984126984126984,2.8794416243654823,1
53,1141,429,989,1,17,0.37565674255691767,2.3,0
64,2107,1846,4492,3,14,0.8757115749525617,2.4320519761775854,1
39,1443,1307,937,1,23,0.9051246537396122,0.7163608562691132,1
51,4623,2242,439,3,23,0.48486159169550175,0.19572001783325904,1
64,1666,884,2358,1,15,0.5302939412117577,2.664406779661017,0
25,4157,2796,2007,0,11,0.6724386724386724,0.717554522702896,1
57,2166,2500,3345,4,9,1.1536686663590217,1.3374650139944022,1
61,575,1040,4130,4,3,1.8055555555555556,3.9673390970220943,1
36,462,1388,4816,3,12,2.997840172786177,3.4672426205903526,1
59,4562,1779,3743,0,8,0.3898750821827745,2.102808988764045,0
58,3588,2793,518,2,17,0.7782112008916132,0.18539727988546886,1
54,3595,725,268,0,17,0.20161290322580644,0.3691460055096419,0
23,2144,238,4733,3,11,0.11095571095571095,19.803347280334727,1
43,2093,2863,4185,0,15,1.3672397325692454,1.4612430167597765,1
51,3834,861,1388,2,3,0.22451108213820078,1.6102088167053363,0
62,1852,1933,1694,3,11,1.0431732325957905,0.8759048603929679,1
23,4341,2402,3273,4,5,0.5532012897282358,1.362047440699126,1
54,4092,1655,1389,5,11,0.4043488883459565,0.8387681159420289,1
50,799,775,3865,0,22,0.96875,4.980670103092783,1
39,2112,191,3029,4,17,0.09039280643634642,15.776041666666666,1
38,1492,1192,2335,4,9,0.7983924983255191,1.9572506286672255,1
23,800,136,3674,1,6,0.16978776529338327,26.817518248175183,0
23,580,1887,4576,2,22,3.2478485370051633,2.4237288135593222,1
21,4413,2287,500,5,19,0.5181241504304486,0.21853146853146854,1
47,3837,2827,1661,0,6,0.7365815528921313,0.5873408769448374,1
28,2363,1301,2099,4,21,0.5503384094754653,1.6121351766513057,1
47,4555,1936,102,4,7,0.42493415276558383,0.05265875064532782,1
48,1298,1994,2746,2,18,1.5350269438029254,1.3764411027568921,1
41,565,236,3276,5,5,0.4169611307420495,13.822784810126583,1
26,2770,2337,3085,5,13,0.8433778419343197,1.3195038494439693,1
20,3619,1763,3537,4,17,0.48701657458563535,2.0051020408163267,1
48,2676,2489,1327,4,21,0.9297721329846843,0.5329317269076306,1
57,990,1682,2474,4,23,1.6972754793138245,1.4699940582293523,1
54,3769,1071,1679,4,16,0.28408488063660475,1.5662313432835822,1
53,946,761,3746,1,18,0.8035902851108765,4.916010498687664,1
41,512,2390,2562,1,8,4.658869395711501,1.0715181932245923,1
48,4833,1910,4163,5,7,0.3951179147703765,2.1784406070120355,1
23,1120,514,3317,3,23,0.45851917930419267,6.440776699029127,1
19,1277,2854,2436,0,19,2.2331768388106417,0.8532399299474606,1
37,3029,442,307,2,18,0.14587458745874587,0.6930022573363431,0
45,2581,2829,3996,3,4,1.0956622773044151,1.4120141342756183,1
28,3818,2800,1089,1,13,0.7331762241424457,0.3887897179578722,1
21,997,245,4555,1,6,0.24549098196392785,18.516260162601625,0
32,4643,422,2394,1,8,0.090869939707149,5.659574468085107,0
23,472,2269,4004,3,9,4.797040169133193,1.7638766519823788,1
47,3210,1375,666,1,19,0.4282155091871691,0.48401162790697677,0
55,1973,1978,4163,3,10,1.0020263424518743,2.1035876705406773,1
19,2747,2458,2234,1,3,0.8944687045123726,0.9084993899959333,1
32,3364,700,1236,4,17,0.20802377414561665,1.7631954350927246,1
28,4980,574,1623,4,22,0.11523790403533427,2.822608695652174,1
25,4917,2717,1374,0,14,0.5524603497356649,0.5055187637969095,0
43,1146,1615,3311,1,17,1.4080209241499564,2.0488861386138613,1
62,2865,674,176,0,17,0.23517096999302164,0.2607407407407407,0
61,706,446,1353,3,11,0.6308345120226309,3.0268456375838926,1
22,443,2967,2928,0,18,6.6824324324324325,0.9865229110512129,1
23,705,1610,625,1,4,2.2804532577903682,0.38795779019242704,1
43,4717,481,2654,3,17,0.1019499788045782,5.5062240663900415,1
21,3358,1403,3608,3,17,0.417683834474546,2.5698005698005697,1
36,3790,171,3715,4,9,0.04510683197045635,21.598837209302324,1
37,2072,2668,4274,3,23,1.287023637240714,1.6013488197826902,1
50,3993,1217,394,3,15,0.3047070605908863,0.32348111658456485,1
37,1392,1496,1168,0,19,1.0739411342426417,0.7802271209084837,1
29,4625,2486,4971,5,13,0.5373973194984868,1.9987937273823884,1
64,4945,1459,197,3,12,0.2949858471492115,0.13493150684931507,1
18,1664,763,968,2,3,0.4582582582582583,1.2670157068062826,0
43,590,1615,3908,5,16,2.732656514382403,2.4183168316831685,1
31,4676,1991,3155,4,7,0.4257002351935001,1.5838353413654618,1
55,3577,139,4764,4,10,0.038848518725545,34.02857142857143,1
54,872,1482,2504,3,3,1.697594501718213,1.6884693189480782,1
28,2760,2130,1276,0,9,0.77145961608113,0.5987799155326138,1
53,1411,2721,4167,5,4,1.9270538243626063,1.5308596620132255,1
30,1129,1377,4318,4,9,1.2185840707964601,3.1335268505079825,1
60,1739,1065,1269,4,9,0.6120689655172413,1.1904315196998123,1
20,1112,2728,1364,2,11,2.4510332434860738,0.4998167827042873,1
50,843,2000,923,3,6,2.3696682464454977,0.4612693653173413,1
23,4722,2317,470,5,9,0.4905780224433623,0.20276100086281276,1
27,701,800,3016,4,22,1.1396011396011396,3.7652933832709112,1
22,929,610,2054,4,20,0.6559139784946236,3.3617021276595747,1
40,1483,1383,4283,4,15,0.9319407008086253,3.0946531791907512,1
27,2318,683,2051,4,13,0.29452350150927126,2.9985380116959064,1
61,4752,1083,2954,0,11,0.22785609088996422,2.725092250922509,0
19,4586,558,1148,1,16,0.12164813603662525,2.0536672629695887,0
30,4036,2676,3086,2,10,0.6628684666831806,1.152782966006724,1
57,1119,2005,959,0,23,1.7901785714285714,0.4780658025922233,1
19,4250,2488,629,2,16,0.5852740531639614,0.25271193250301327,0
37,2539,2204,774,4,23,0.8677165354330708,0.3510204081632653,1
18,955,2365,359,2,19,2.473849372384937,0.15173288250211328,1
54,2069,2766,517,3,16,1.336231884057971,0.18684495843874233,1
26,4672,915,1343,3,7,0.19580569227476996,1.4661572052401746,1
34,707,2878,1969,1,12,4.064971751412429,0.6839180270927405,1
26,1636,2611,3227,1,8,1.5949908368967625,1.2354517611026035,1
28,2775,346,2899,2,12,0.12463976945244956,8.354466858789625,0
32,3626,829,934,0,13,0.2285635511441963,1.1253012048192772,0
41,758,2520,1986,0,8,3.3201581027667983,0.7877826259420865,1
55,3302,516,4996,4,12,0.15622161671207993,9.663442940038685,1
52,4716,1154,376,0,16,0.24464702141191436,0.3255411255411255,0
47,3822,467,3560,1,22,0.12215537535966518,7.6068376068376065,0
48,4599,2706,1774,0,5,0.5882608695652174,0.6553380125600295,0
22,4257,207,1505,4,9,0.04861437294504462,7.235576923076923,1
61,3915,2731,2654,3,4,0.6973953013278856,0.9714494875549048,1
31,1501,938,1010,0,9,0.6245006657789614,1.0756123535676252,1
28,2355,517,3477,0,19,0.2194397283531409,6.712355212355212,0
26,892,1743,1230,1,15,1.9518477043673013,0.7052752293577982,1
51,4550,920,1177,2,23,0.2021533728850802,1.277958740499457,0
29,1678,1521,3857,3,11,0.9058963668850506,2.5341655716162945,1
52,456,782,2095,2,15,1.711159737417943,2.6756066411238826,1
52,2630,355,1672,4,17,0.13492968453059673,4.696629213483146,1
18,641,2927,1928,4,15,4.559190031152648,0.6584699453551912,1
57,2081,937,3839,2,19,0.45004803073967337,4.09275053304904,0
39,2846,2382,3178,1,10,0.8366701791359326,1.3336130927402434,1
46,4020,652,4268,5,11,0.16214871922407362,6.535987748851455,1
25,4877,280,2553,1,11,0.05740057400574006,9.08540925266904,0
28,1935,256,2445,5,10,0.1322314049586777,9.513618677042802,1
58,3935,1577,4389,5,18,0.40066056910569103,2.7813688212927756,1
54,2845,670,551,1,22,0.2354181307097681,0.8211624441132638,0
31,218,956,2897,5,9,4.365296803652968,3.027168234064786,1
47,1324,1884,1039,5,19,1.4218867924528302,0.5511936339522546,1
52,4185,1827,884,5,9,0.43645484949832775,0.48358862144420134,1
38,2854,1147,3051,3,8,0.40175131348511384,2.657665505226481,1
54,2280,1596,4229,4,7,0.6996931170539237,2.6480901690670007,1
22,1747,1523,4866,5,19,0.8712814645308925,3.1929133858267718,1
36,1061,691,3597,4,10,0.6506591337099812,5.1979768786127165,1
31,354,2281,2555,4,3,6.425352112676056,1.1196319018404908,1
43,3694,520,1089,3,18,0.14073071718538566,2.09021113243762,1
21,1104,2360,4575,4,19,2.1357466063348416,1.937738246505718,1
42,1469,2629,4958,2,5,1.78843537414966,1.885171102661597,1
62,604,447,458,0,15,0.7388429752066116,1.0223214285714286,1
59,1043,265,4721,3,10,0.25383141762452105,17.74812030075188,1
42,1982,1036,4254,0,18,0.5224407463439233,4.10221793635487,0
35,1764,447,2007,2,9,0.25325779036827195,4.479910714285714,0
57,1384,2996,1920,1,23,2.1631768953068593,0.6406406406406406,1
25,946,497,4527,1,17,0.5248152059134108,9.090361445783133,0
56,1925,682,1003,5,4,0.3541017653167186,1.4685212298682284,1
57,3388,2873,3083,1,4,0.8477426969607554,1.0727209464161447,1
31,470,1700,2114,3,12,3.6093418259023355,1.242798353909465,1
49,4156,407,2589,1,7,0.09790714457541497,6.345588235294118,0
55,371,2945,2143,3,6,7.916666666666667,0.7274270196877122,1
50,473,2866,4310,3,17,6.046413502109704,1.5033135681897454,1
40,2506,2613,2241,0,15,1.0422816114878342,0.8573068094873757,1
32,1358,198,4980,1,19,0.1456953642384106,25.025125628140703,0
50,1906,1365,2086,4,23,0.7157839538542213,1.527086383601757,1
42,1971,257,938,1,3,0.13032454361054766,3.635658914728682,0
34,621,2757,4301,1,20,4.432475884244373,1.5594633792603336,1
50,1409,653,3970,1,17,0.4631205673758865,6.0703363914373085,0
64,4875,750,3999,5,16,0.15381460213289583,5.324900133155793,1
19,1090,2374,4650,4,11,2.175985334555454,1.9578947368421054,1
31,3467,2570,3408,4,14,0.7410611303344867,1.325554259043174,1
57,1673,2390,770,3,7,1.4277180406212664,0.3220409870347135,1
57,3443,2677,248,4,4,0.7772938443670151,0.09260642270351008,1
56,4678,1168,372,3,9,0.24962598845907244,0.31822070145423437,1
23,2381,1595,2926,0,23,0.6696053736356004,1.8333333333333333,1
23,1649,2518,3857,3,11,1.5260606060606061,1.5311631599841207,1
20,3296,1978,4930,1,20,0.599939338792842,2.491157150075796,0
24,3456,2799,701,2,6,0.8096615562626555,0.25035714285714283,1
25,3356,2836,2185,2,4,0.8448019064641048,0.7701797673598872,1
59,1790,833,941,5,3,0.4651032942490229,1.1282973621103118,1
32,4439,2050,3914,1,14,0.4617117117117117,1.9083373963920038,0
64,4181,191,793,3,15,0.04567192730750837,4.130208333333333,1
46,1635,2319,677,1,16,1.417481662591687,0.2918103448275862,1
50,423,1727,1561,5,7,4.07311320754717,0.9033564814814815,1
47,419,1315,4053,4,5,3.130952380952381,3.0797872340425534,1
56,4474,1200,452,3,6,0.2681564245810056,0.37635303913405493,1
44,1854,1404,2466,1,19,0.7568733153638814,1.7551601423487544,1
53,4728,1487,3656,4,21,0.31444279974624656,2.456989247311828,1
46,464,278,4146,5,13,0.5978494623655914,14.86021505376344,1
55,1153,2385,3754,4,10,2.066724436741768,1.5733445096395642,1
50,4724,379,209,3,14,0.0802116402116402,0.55,1
54,3933,1142,4983,5,20,0.2902897813929842,4.359580052493438,1
44,2974,1718,1926,5,20,0.5774789915966386,1.1204188481675392,1
50,3324,2887,4945,5,11,0.8682706766917293,1.7122576177285318,1
21,679,470,3966,0,7,0.6911764705882353,8.420382165605096,1
39,3714,1900,1877,5,23,0.5114401076716016,0.9873750657548659,1
19,1553,1803,626,0,19,1.1602316602316602,0.34700665188470065,1
27,3522,2368,2726,4,15,0.6721544138518308,1.1506964964119881,1
22,4078,403,1458,0,8,0.09879872517773965,3.608910891089109,0
27,1089,1448,2824,4,16,1.3284403669724771,1.9489302967563837,1
50,4054,1560,1250,0,17,0.3847102342786683,0.8007687379884689,0
55,1124,2585,4758,4,16,2.2977777777777777,1.839907192575406,1
30,2370,1293,4363,4,6,0.5453395191902151,3.3717156105100465,1
48,2102,2522,2163,5,20,1.1992391821207797,0.8573127229488704,1
64,2595,2528,1623,5,3,0.9738058551617874,0.641755634638197,1
53,228,2161,1853,4,14,9.436681222707424,0.8570767807585569,1
62,234,2890,753,5,11,12.297872340425531,0.2604635074368731,1
41,3789,768,1868,4,12,0.20263852242744063,2.4291287386215865,1
32,2870,599,181,5,23,0.20863810518982934,0.3016666666666667,1
46,3565,1514,1513,2,20,0.42456533931575996,0.9986798679867986,0
25,788,1672,902,0,19,2.1191381495564006,0.539151225343694,1
22,3418,2712,3344,4,21,0.7932143901725651,1.2325838555105049,1
46,3338,629,3453,1,6,0.18837975441749027,5.480952380952381,0
64,1103,2106,3607,5,18,1.9076086956521738,1.7119126720455624,1
21,4286,2639,2556,5,9,0.615581992069046,0.9681818181818181,1
29,2369,1319,2139,3,11,0.5565400843881857,1.6204545454545454,1
62,539,854,4244,1,10,1.5814814814814815,4.96374269005848,1
19,4470,2447,2164,1,9,0.5473048535003355,0.8839869281045751,0
44,1914,914,2612,2,12,0.47728459530026107,2.8546448087431693,0
48,4892,2694,2021,0,10,0.5505824647455548,0.7499072356215213,0
53,4746,826,2821,2,19,0.17400463450600379,3.411124546553809,0
53,756,830,2281,0,14,1.0964332892998678,2.7448856799037302,1
43,3287,927,1570,4,16,0.28193430656934304,1.6918103448275863,1
60,3466,2749,1972,2,14,0.7929045284107298,0.7170909090909091,1
44,3767,1431,3986,3,4,0.37977707006369427,2.7835195530726256,1
22,2256,2146,2244,0,14,0.9508196721311475,1.0451793199813693,1
37,4099,2915,2442,2,16,0.7109756097560975,0.8374485596707819,1
28,1216,974,713,3,9,0.8003286770747741,0.7312820512820513,1
27,2262,2278,3545,1,15,1.0066283694211224,1.555506801228609,1
57,1038,2103,222,5,23,2.0240615976900864,0.10551330798479087,1
55,1837,1777,863,4,6,0.9668117519042437,0.48537682789651293,1
23,4521,707,4625,4,3,0.1563467492260062,6.5324858757062145,1
25,3696,2173,1425,1,19,0.5877738707059779,0.6554737810487581,0
40,2013,1577,2304,2,5,0.7830188679245284,1.4600760456273765,1
64,3679,734,653,5,19,0.19945652173913042,0.8884353741496599,1
43,1651,1309,1159,1,10,0.7923728813559322,0.8847328244274809,1
63,2513,583,1842,3,5,0.2319013524264121,3.154109589041096,1
60,1714,2827,443,5,12,1.648396501457726,0.15664780763790664,1
29,1431,1174,2465,0,4,0.8198324022346368,2.097872340425532,1
43,1845,2014,4669,2,6,1.0910075839653304,2.31712158808933,1
30,3199,2152,4436,5,16,0.6725,2.0603808639108223,1
57,3640,688,2857,0,13,0.18895907717659985,4.146589259796807,0
35,4256,2355,1280,1,16,0.5532064834390416,0.5432937181663837,0
42,505,2404,3039,4,15,4.75098814229249,1.2636174636174635,1
50,3736,1328,3795,5,6,0.35536526625635534,2.855530474040632,1
64,1923,2073,3637,5,4,1.0774428274428274,1.753616200578592,1
57,1889,2158,3758,0,4,1.1417989417989418,1.7406206577119037,1
60,1717,1048,99,0,13,0.610011641443539,0.09437559580552908,1
29,4117,2155,2086,4,7,0.5233122875182127,0.9675324675324676,1
61,619,2179,2310,0,11,3.514516129032258,1.0596330275229358,1
53,3136,2107,4245,0,22,0.6716608224418233,2.0137571157495255,1
21,4062,2687,2737,5,23,0.6613339896628108,1.0182291666666667,1
22,4429,1841,1607,4,19,0.4155756207674944,0.8724212812160695,1
54,1650,486,2953,4,14,0.2943670502725621,6.063655030800821,1
25,3296,1351,3981,5,20,0.40976645435244163,2.9445266272189348,1
59,3461,2787,3194,1,5,0.8050259965337955,1.1456241032998564,1
45,1364,1890,4339,1,7,1.3846153846153846,2.294553146483342,1
48,2069,1598,4682,5,23,0.7719806763285024,2.9280800500312694,1
26,2019,306,3092,0,22,0.15148514851485148,10.071661237785015,0
46,2905,1918,2962,2,16,0.660013764624914,1.5435122459614383,1
31,3715,1880,2662,1,18,0.5059203444564048,1.4152046783625731,0
57,1542,2704,855,1,21,1.7524303305249513,0.31608133086876156,1
58,2426,2495,2146,5,11,1.0280181293778328,0.8597756410256411,1
39,1279,892,4925,5,19,0.696875,5.51511758118701,1
28,4406,2381,1386,2,9,0.5402768323122306,0.5818639798488665,0
40,4763,1824,1716,2,12,0.38287153652392947,0.9402739726027397,0
18,2979,1105,4151,4,6,0.37080536912751677,3.7531645569620253,1
63,2728,2884,1725,5,12,1.0567973616709416,0.5979202772963604,1
54,1013,1041,1953,1,5,1.0266272189349113,1.8742802303262955,1
38,2231,1265,184,3,11,0.5667562724014337,0.14533965244865718,1
43,522,2323,521,3,15,4.441682600382409,0.22418244406196214,1
63,3169,1777,2311,0,3,0.5605678233438486,1.2997750281214848,0
53,1103,548,1248,1,17,0.4963768115942029,2.273224043715847,0
40,1741,691,1658,3,17,0.39667049368541907,2.3959537572254335,1
18,3703,181,1002,1,13,0.048866090712742984,5.5054945054945055,0
57,2853,2282,3227,5,12,0.7995795374912403,1.413491020586947,1
32,2676,1506,3138,1,9,0.5625700410907732,2.0822826808228267,0
38,3540,1580,1928,3,3,0.4462016379553798,1.2194813409234662,1
64,4443,2587,393,1,9,0.5821332133213322,0.151854714064915,1
26,1341,1179,1617,2,7,0.8785394932935916,1.3703389830508474,1
26,1049,2844,3641,0,18,2.7085714285714286,1.2797891036906854,1
27,566,518,660,4,10,0.9135802469135802,1.2716763005780347,1
43,3097,187,4164,3,4,0.06036152356358941,22.148936170212767,1
58,1289,2803,319,5,10,2.1728682170542637,0.1137660485021398,1
52,4241,314,2224,4,16,0.07402168788307402,7.06031746031746,1
42,2238,1858,583,0,6,0.8298347476552033,0.3136094674556213,1
43,3060,2699,3600,2,17,0.8817379941195688,1.3333333333333333,1
28,4470,1620,581,2,9,0.36233504808767614,0.3584207279457125,0
55,2054,1817,3696,2,22,0.8841849148418491,2.033003300330033,1
19,4883,2650,1767,2,10,0.5425880425880426,0.6665409279517164,0
24,694,2846,1556,3,13,4.094964028776978,0.5465402177730945,1
35,3382,2392,1798,3,4,0.7070647354419155,0.7513581278729629,1
44,1984,1601,4206,1,11,0.8065491183879093,2.6254681647940075,1
51,3710,408,998,5,8,0.1099434114793856,2.4400977995110025,1
44,3986,330,757,1,3,0.08276899924755456,2.287009063444109,0
34,4330,254,282,5,5,0.05864696374971138,1.1058823529411765,1
60,1198,1298,4896,0,12,1.0825688073394495,3.76905311778291,1
61,4669,2995,130,1,7,0.6413276231263383,0.043391188251001335,1
41,1651,214,1293,0,14,0.12953995157384987,6.013953488372093,0
42,1951,1513,60,0,3,0.7751024590163934,0.03963011889035667,1
24,2480,410,2211,0,11,0.1652559451833938,5.37956204379562,0
23,4858,1092,1548,2,23,0.22473760032928586,1.4162854528819762,0
41,3134,2447,4367,4,15,0.7805422647527911,1.78390522875817,1
50,3934,1141,1781,4,21,0.2899618805590851,1.5595446584938704,1
46,3546,2931,37,3,9,0.8263321116436425,0.0126193724420191,1
60,2073,111,3631,0,18,0.05351976856316297,32.419642857142854,0
39,4734,1527,2664,2,10,0.3224920802534319,1.743455497382199,0
43,4003,2379,473,1,21,0.5941558441558441,0.19873949579831932,1
45,2179,2113,58,1,9,0.9692660550458716,0.027436140018921477,1
38,898,829,2636,3,6,0.9221357063403782,3.175903614457831,1
24,1512,1401,2614,3,12,0.9259748843357568,1.8644793152639088,1
34,3162,1476,2614,0,3,0.466645589630098,1.7698036560595802,0
37,3138,2136,4999,0,19,0.6804714877349475,2.339260645765091,1
58,4987,2450,4478,1,23,0.4911788291900561,1.8270093839249286,0
37,2500,640,1411,1,15,0.25589764094362255,2.201248049921997,0
39,3397,2617,84,1,21,0.7701589170100059,0.03208556149732621,1
45,326,2960,1533,1,15,9.051987767584098,0.5177304964539007,1
57,1391,176,3797,4,11,0.12643678160919541,21.451977401129945,1
24,2839,123,2674,0,7,0.043309859154929575,21.56451612903226,0
18,4589,1138,2873,0,3,0.24793028322440086,2.5223880597014925,0
49,4116,775,3120,1,4,0.18824386689336897,4.020618556701031,0
30,1566,2672,1090,2,13,1.7051691129546904,0.40778151889263,1
47,1219,2494,2834,1,6,2.044262295081967,1.1358717434869738,1
40,4279,271,4224,5,11,0.06331775700934579,15.529411764705882,1
36,4714,1992,2076,3,7,0.4224814422057264,1.041645760160562,1
49,4739,2859,3190,5,7,0.6031645569620253,1.1153846153846154,1
47,884,588,4787,2,10,0.6644067796610169,8.127334465195247,1
46,3829,1585,4228,3,4,0.41383812010443866,2.6658259773013873,1
62,3087,2525,1208,2,9,0.8176813471502591,0.4782264449722882,1
46,1662,2519,3577,3,19,1.5147324113048708,1.4194444444444445,1
47,4286,856,4741,1,13,0.19967343130394216,5.532088681446908,0
33,2461,2624,2581,1,17,1.065800162469537,0.9832380952380952,1
57,4380,2529,3787,2,5,0.5772654645058206,1.4968379446640316,0
36,3041,254,515,3,15,0.08349769888231427,2.019607843137255,1
35,1967,356,2212,4,20,0.18089430894308944,6.196078431372549,1
18,4380,1879,2974,2,22,0.4288975119835654,1.5819148936170213,0
31,3760,773,932,2,22,0.20553044403084286,1.2041343669250646,0
64,2312,2215,1663,5,5,0.9576307825335063,0.7504512635379061,1
19,4958,2491,556,0,4,0.5023190159306312,0.2231139646869984,0
45,826,772,1671,2,7,0.9334945586457074,2.1617076326002587,1
47,4359,2538,992,4,22,0.5821100917431192,0.39070500196927926,1
55,3614,1572,1628,1,7,0.4348547717842324,1.034965034965035,0
21,1575,358,1691,3,15,0.22715736040609136,4.710306406685237,1
18,1381,406,4852,0,10,0.2937771345875543,11.92137592137592,0
25,690,1218,1104,3,18,1.7626628075253257,0.9056603773584906,1
46,3929,345,1270,1,20,0.08778625954198473,3.6705202312138727,0
56,3734,2880,2902,2,18,0.7710843373493976,1.007289135716765,1
20,3496,1758,4744,5,3,0.5027166142407778,2.6969869243888573,1
49,2140,286,1409,4,10,0.1335824381130313,4.909407665505227,1
27,4608,1897,3646,0,23,0.4115860273378173,1.9209694415173868,0
27,2082,1024,1330,4,4,0.49159865578492556,1.2975609756097561,1
36,3187,884,4723,4,7,0.27728983688833125,5.336723163841808,1
63,3359,1695,2054,4,17,0.5044642857142857,1.2110849056603774,1
51,4975,2555,953,4,16,0.5134646302250804,0.37284820031298904,1
50,4730,1460,1842,1,5,0.30860283238216024,1.2607802874743326,0
40,881,440,2802,4,9,0.4988662131519274,6.35374149659864,1
45,1273,662,9,5,6,0.5196232339089482,0.013574660633484163,1
49,2587,750,2609,4,13,0.28979907264296756,3.474034620505992,1
24,2594,1293,121,1,14,0.4982658959537572,0.09350850077279753,1
46,2893,168,4782,3,17,0.0580511402902557,28.29585798816568,1
25,1570,1683,2560,1,8,1.0712921705919796,1.520190023752969,1
18,4944,2528,3037,5,3,0.5112234580384226,1.2008699090549624,1
20,4540,2204,440,5,20,0.48535564853556484,0.19954648526077098,1
41,2356,1400,2749,2,16,0.5939753924480271,1.9621698786581014,0
40,2780,2997,590,1,9,1.0776699029126213,0.19679786524349566,1
25,4591,1222,1368,3,12,0.2661149825783972,1.1185609157808667,1
64,2359,1015,1989,2,11,0.4300847457627119,1.9576771653543308,0
54,3448,2472,1361,2,4,0.7167294868077704,0.5503437120905782,1
20,3931,560,3773,0,10,0.14242115971515767,6.7254901960784315,0
50,4029,2326,2064,4,3,0.5771712158808933,0.8869789428448647,1
45,1827,943,2415,2,22,0.5158643326039387,2.5582627118644066,0
64,3672,673,2951,2,4,0.18322896814592976,4.378338278931751,0
25,227,218,2768,5,9,0.956140350877193,12.639269406392694,1
51,2185,2696,3416,3,18,1.233302836230558,1.2665925101965148,1
52,4353,745,1576,2,6,0.1711070280202113,2.1126005361930296,0
49,1721,1578,114,3,23,0.9163763066202091,0.07219759341355288,1
41,496,2173,1368,4,19,4.372233400402415,0.6292548298068077,1
31,2381,1613,138,5,6,0.6771620486985727,0.08550185873605948,1
49,3602,2131,4923,0,5,0.5914515681376631,2.3090994371482174,0
63,2496,1131,4941,0,11,0.45294353223868644,4.364840989399293,0
60,2797,1068,3373,4,17,0.3817012151536812,3.155285313376988,1
33,1101,2110,1315,4,22,1.91470054446461,0.6229275225011843,1
21,1298,1639,73,5,5,1.2617397998460353,0.04451219512195122,1
54,1877,2680,3846,5,14,1.4270500532481363,1.4345393509884372,1
38,3081,2296,483,1,17,0.744970798182998,0.21027427078798433,1
